Title,Genre,parent_genre_str,metadata,poster,year,IMDB Score,Runtime,runtime_normalized,primary_language,Premiere
who would you take to a deserted island?,drama,drama,movie title is who would you take to a deserted island?. genre is drama. language is spanish.,https://m.media-amazon.com/images/M/MV5BZTIzZjhiNTEtYjk3Ni00ZjM2LWFmMGEtZmQwODIyZmNjNjYxXkEyXkFqcGc@._V1_SX300.jpg,2019.0,5.3,93,0.43414634146341463,spanish,"April 12, 2019"
xoxo,drama,drama,movie title is xoxo. genre is drama. language is english.,https://m.media-amazon.com/images/M/MV5BNjkzNzI4MjQ5NV5BMl5BanBnXkFtZTgwNjc3MzM2OTE@._V1_SX300.jpg,2016.0,5.3,92,0.4292682926829268,english,"August 26, 2016"
a babysitter's guide to monster hunting,"comedy, fantasy, family","fantasy, family, comedy","movie title is a babysitter's guide to monster hunting. genre is fantasy, family, comedy. language is english.",https://m.media-amazon.com/images/M/MV5BZGY2MmRjYjEtMTUxMi00NGY0LThiOGItNmNlMDIwN2I1MGIwXkEyXkFqcGc@._V1_SX300.jpg,2020.0,5.4,98,0.4585365853658536,english,"October 15, 2020"
a christmas prince: the royal baby,romantic comedy,"romance, comedy","movie title is a christmas prince: the royal baby. genre is romance, comedy. language is english.",https://m.media-amazon.com/images/M/MV5BNzEyM2UyMTYtZDI4ZS00MzM2LWE0MjgtMTU4YjI5NmNkMjU2XkEyXkFqcGc@._V1_SX300.jpg,2019.0,5.4,85,0.39512195121951216,english,"December 5, 2019"
despite everything,comedy,comedy,movie title is despite everything. genre is comedy. language is spanish.,https://m.media-amazon.com/images/M/MV5BMTY2MDQzMjc0MV5BMl5BanBnXkFtZTgwODczNTU2NzM@._V1_SX300.jpg,2019.0,5.4,78,0.36097560975609755,spanish,"May 3, 2019"
dolly kitty and those twinkling stars,drama,drama,movie title is dolly kitty and those twinkling stars. genre is drama. language is hindi.,https://m.media-amazon.com/images/M/MV5BOGY2MGFlZWYtYWEwZC00YTliLWFjMDQtNGM3ZmU5ZmIyOTU3XkEyXkFqcGc@._V1_SX300.jpg,2020.0,5.4,120,0.5658536585365853,hindi,"September 18, 2020"
freaks: you're one of us,supernatural drama,drama,movie title is freaks: you're one of us. genre is drama. language is german.,https://m.media-amazon.com/images/M/MV5BNGJkOGFlMDctMDUwNi00ZWVhLWI1MDAtY2ExNDYwNjM4YmU1XkEyXkFqcGc@._V1_SX300.jpg,2020.0,5.4,92,0.4292682926829268,german,"September 2, 2020"
"game over, man!","action, comedy","action, comedy","movie title is game over, man!. genre is action, comedy. language is english.",https://m.media-amazon.com/images/M/MV5BMTUxNjI4MDU2OF5BMl5BanBnXkFtZTgwMDAzMzA1NDM@._V1_SX300.jpg,2018.0,5.4,101,0.47317073170731705,english,"March 23, 2018"
guilty,thriller,thriller,movie title is guilty. genre is thriller. language is hindi.,https://m.media-amazon.com/images/M/MV5BMTRmYmVjODctNTY1YS00MjQ2LTk5ZmMtMjMyYTkzYzcyNzkxXkEyXkFqcGc@._V1_SX300.jpg,2020.0,5.4,119,0.5609756097560975,hindi,"March 6, 2020"
in the tall grass,horror,horror,movie title is in the tall grass. genre is horror. language is english.,https://m.media-amazon.com/images/M/MV5BN2YyZTk3ZjUtMTgxYS00NGVlLThmNDQtMjRjNmMwOTc0MzdhXkEyXkFqcGc@._V1_SX300.jpg,2019.0,5.4,101,0.47317073170731705,english,"October 4, 2019"
madame claude,drama,drama,movie title is madame claude. genre is drama. language is french.,https://m.media-amazon.com/images/M/MV5BNDc4MTUxZmEtNGNjNi00MGY5LTliYzctYTIyMGQ5Yjc1NjVkXkEyXkFqcGc@._V1_SX300.jpg,2021.0,5.4,112,0.526829268292683,french,"April 2, 2021"
naked,comedy,comedy,movie title is naked. genre is comedy. language is english.,https://m.media-amazon.com/images/M/MV5BNDM1ZjQ0ZGQtZTdhMC00MmM3LWI5NTMtMzhjZWUwNzZiYzA3XkEyXkFqcGc@._V1_SX300.jpg,2017.0,5.4,96,0.448780487804878,english,"August 11, 2017"
outside the wire,"action, science fiction","scifi, action","movie title is outside the wire. genre is scifi, action. language is english.",https://m.media-amazon.com/images/M/MV5BZTM2ZTFjMTctNmJjNS00OTkwLWIxOWEtY2NjMDI3NTJmNmMxXkEyXkFqcGc@._V1_SX300.jpg,2021.0,5.4,114,0.5365853658536586,english,"January 15, 2021"
the princess switch: switched again,romantic comedy,"romance, comedy","movie title is the princess switch: switched again. genre is romance, comedy. language is english.",https://m.media-amazon.com/images/M/MV5BODc5MzUyMzgtY2QwNS00OTVlLWIyMDEtOWVjYzM5MGY1OTY1XkEyXkFqcGc@._V1_SX300.jpg,2020.0,5.4,97,0.4536585365853658,english,"November 19, 2020"
under the riccione sun,romantic teenage drama,"romance, drama","movie title is under the riccione sun. genre is romance, drama. language is italian.",https://m.media-amazon.com/images/M/MV5BN2I1NGIyNzMtNDM2ZC00M2EwLWE5M2QtNWEwMzUzMDgxYjYzXkEyXkFqcGc@._V1_SX300.jpg,2020.0,5.4,101,0.47317073170731705,italian,"July 1, 2020"
a very murray christmas,"comedy, musical","musical, comedy","movie title is a very murray christmas. genre is musical, comedy. language is english.",https://m.media-amazon.com/images/M/MV5BMTY3MDI2NjAzMl5BMl5BanBnXkFtZTgwNDY4NDgyNzE@._V1_SX300.jpg,2015.0,5.5,56,0.25365853658536586,english,"December 4, 2015"
been so long,musical,musical,movie title is been so long. genre is musical. language is english.,https://m.media-amazon.com/images/M/MV5BMTk4NTI5MDQ0M15BMl5BanBnXkFtZTgwNDQyNDU0NjM@._V1_SX300.jpg,2018.0,5.5,100,0.46829268292682924,english,"October 26, 2018"
dead kids,thriller,thriller,movie title is dead kids. genre is thriller. language is filipino.,https://m.media-amazon.com/images/M/MV5BZWQ5YWU5NGItMGZlNC00N2RiLWI0OWYtYjM3YTdkOTI4OGY5XkEyXkFqcGc@._V1_SX300.jpg,2019.0,5.5,94,0.43902439024390244,filipino,"December 1, 2019"
get the grift,comedy,comedy,movie title is get the grift. genre is comedy. language is portuguese.,https://m.media-amazon.com/images/M/MV5BNWZjNmJkYWMtYzNjNi00NjhmLWE1NjYtZjhiMTlhMjZjMjQ5XkEyXkFqcGc@._V1_SX300.jpg,2021.0,5.5,94,0.43902439024390244,portuguese,"April 28, 2021"
house arrest,comedy,comedy,movie title is house arrest. genre is comedy. language is hindi.,https://m.media-amazon.com/images/M/MV5BMGYyZTY2MDMtNTQ2MC00Mzc5LTk2MDYtNGNhZTM1YTU3MWJiXkEyXkFqcGc@._V1_SX300.jpg,2019.0,5.5,104,0.4878048780487805,hindi,"November 15, 2019"
kevin hart's guide to black history,variety show,other,movie title is kevin hart's guide to black history. genre is other. language is english.,https://m.media-amazon.com/images/M/MV5BYTRhMGYyZDQtM2Y5Ny00MDNkLTkwNDEtZjY1ZjUwZTBhNWI5XkEyXkFqcGc@._V1_SX300.jpg,2019.0,5.5,63,0.28780487804878047,english,"February 8, 2019"
love wedding repeat,romantic comedy,"romance, comedy","movie title is love wedding repeat. genre is romance, comedy. language is english.",https://m.media-amazon.com/images/M/MV5BNjBkMzYxY2MtOTU4YS00ZjRmLWEzZTItNjVhZWYxOWQ4YjczXkEyXkFqcGc@._V1_SX300.jpg,2020.0,5.5,100,0.46829268292682924,english,"April 10, 2020"
mute,"science fiction, mystery","scifi, mystery","movie title is mute. genre is scifi, mystery. language is english.",https://m.media-amazon.com/images/M/MV5BMjAwNTE3MjQ2M15BMl5BanBnXkFtZTgwNjgzNjk2NDM@._V1_SX300.jpg,2018.0,5.5,126,0.5951219512195122,english,"February 23, 2018"
red dot,thriller,thriller,movie title is red dot. genre is thriller. language is swedish.,https://m.media-amazon.com/images/M/MV5BNjlmMWRhNDEtNzg0OS00OGUwLThlYTItZGNjZjJhNzBlNTZiXkEyXkFqcGc@._V1_SX300.jpg,2021.0,5.5,86,0.39999999999999997,swedish,"February 11, 2021"
ride or die,psychological thriller drama,"thriller, drama","movie title is ride or die. genre is thriller, drama. language is japanese.",https://m.media-amazon.com/images/M/MV5BYjdlYzU5ODMtYjEwMy00OTU1LWIzMzItMTU5Nzk1MTU5N2RiXkEyXkFqcGc@._V1_SX300.jpg,2021.0,5.5,142,0.673170731707317,japanese,"April 15, 2021"
step sisters,comedy,comedy,movie title is step sisters. genre is comedy. language is english.,https://m.media-amazon.com/images/M/MV5BMjI0ODYyOTI0NF5BMl5BanBnXkFtZTgwOTY5ODg0NDM@._V1_SX300.jpg,2018.0,5.5,108,0.5073170731707317,english,"January 19, 2018"
the cloverfield paradox,science fiction,scifi,movie title is the cloverfield paradox. genre is scifi. language is english.,https://m.media-amazon.com/images/M/MV5BMTAwOTIxMDA0MjZeQTJeQWpwZ15BbWU4MDg1MjgzNzQz._V1_SX300.jpg,2018.0,5.5,102,0.47804878048780486,english,"February 4, 2018"
the knight before christmas,romantic comedy,"romance, comedy","movie title is the knight before christmas. genre is romance, comedy. language is english.",https://m.media-amazon.com/images/M/MV5BNzY0YThhNDktMDA4Mi00NzdjLWI3MmQtYzBlYTJmYzU5NDdmXkEyXkFqcGc@._V1_SX300.jpg,2019.0,5.5,92,0.4292682926829268,english,"November 21, 2019"
the legacy of a whitetail deer hunter,"adventure, comedy","adventure, comedy","movie title is the legacy of a whitetail deer hunter. genre is adventure, comedy. language is english.",https://m.media-amazon.com/images/M/MV5BMjM3MjY1MzMzOF5BMl5BanBnXkFtZTgwOTI5MDU4NTM@._V1_SX300.jpg,2018.0,5.5,83,0.3853658536585366,english,"July 6, 2018"
the package,black comedy,comedy,movie title is the package. genre is comedy. language is english.,https://m.media-amazon.com/images/M/MV5BYmFlMWIwZjQtN2NlZi00OTlkLTkwNTgtOGZmMTZjY2Y0ZjJjXkEyXkFqcGc@._V1_SX300.jpg,2018.0,5.5,94,0.43902439024390244,english,"August 10, 2018"
unicorn store,comedy,comedy,movie title is unicorn store. genre is comedy. language is english.,https://m.media-amazon.com/images/M/MV5BMjUyMTY2OTkwMF5BMl5BanBnXkFtZTgwODEyODA3NzM@._V1_SX300.jpg,2019.0,5.5,92,0.4292682926829268,english,"April 5, 2019"
wine country,comedy,comedy,movie title is wine country. genre is comedy. language is english.,https://m.media-amazon.com/images/M/MV5BZmE5NWJkYzktZWVjMC00NjAxLWJiMzktMTRlNDQ3MDViZjZiXkEyXkFqcGc@._V1_SX300.jpg,2019.0,5.5,103,0.48292682926829267,english,"May 10, 2019"
bomb scared,black comedy,comedy,movie title is bomb scared. genre is comedy. language is spanish/basque.,https://m.media-amazon.com/images/M/MV5BZmM1NmRlNTUtYjJlOC00MjUzLWE2ZmMtZDY3Y2VlYTI5NWZlXkEyXkFqcGc@._V1_SX300.jpg,2017.0,5.6,89,0.4146341463414634,spanish,"October 12, 2017"
brahman naman,comedy,comedy,movie title is brahman naman. genre is comedy. language is english.,https://m.media-amazon.com/images/M/MV5BMjkzN2E5ZDItNTQ5ZC00YTc0LWE4MzYtZjFhYmNhNWQ1NWYzXkEyXkFqcGc@._V1_SX300.jpg,2016.0,5.6,95,0.44390243902439025,english,"July 7, 2016"
double dad,"comedy, drama","drama, comedy","movie title is double dad. genre is drama, comedy. language is portuguese.",https://m.media-amazon.com/images/M/MV5BZDQ5OTY5ZTktNmNiZi00NzExLWEwZmMtZWRmYjdlOWRlZjkyXkEyXkFqcGc@._V1_SX300.jpg,2021.0,5.6,103,0.48292682926829267,portuguese,"January 15, 2021"
falling inn love,romantic comedy,"romance, comedy","movie title is falling inn love. genre is romance, comedy. language is english.",https://m.media-amazon.com/images/M/MV5BMTdjNmI4ODMtOGVhOC00NGYxLTk5YTEtN2Y4NjM3ZTliYWM4XkEyXkFqcGc@._V1_SX300.jpg,2019.0,5.6,97,0.4536585365853658,english,"August 29, 2019"
hold the dark,thriller,thriller,movie title is hold the dark. genre is thriller. language is english.,https://m.media-amazon.com/images/M/MV5BMjMwOTQ1MzM3M15BMl5BanBnXkFtZTgwODQyNDQxNjM@._V1_SX300.jpg,2018.0,5.6,125,0.5902439024390244,english,"September 28, 2018"
"love, guaranteed",romantic comedy,"romance, comedy","movie title is love, guaranteed. genre is romance, comedy. language is english.",https://m.media-amazon.com/images/M/MV5BODE1MGQ3MGMtYTM1MC00NzZlLWIyNTItNGNjMGQ5NzY2Mzk0XkEyXkFqcGc@._V1_SX300.jpg,2020.0,5.6,91,0.424390243902439,english,"September 3, 2020"
one-way to tomorrow,romance,romance,movie title is one-way to tomorrow. genre is romance. language is turkish.,https://m.media-amazon.com/images/M/MV5BMDQzMmRmMzktY2NjZC00N2Q4LWJmN2QtNThhOThkYWJhYWQ1XkEyXkFqcGc@._V1_SX300.jpg,2020.0,5.6,90,0.4195121951219512,turkish,"June 19, 2020"
sarah cooper: everything's fine,variety show,other,movie title is sarah cooper: everything's fine. genre is other. language is english.,https://m.media-amazon.com/images/M/MV5BM2RhZTIyYTUtMTdmNy00M2Q0LTk3MTktZDE2NDljNzQ2ZjUzXkEyXkFqcGc@._V1_SX300.jpg,2020.0,5.6,49,0.21951219512195122,english,"October 27, 2020"
the last laugh,"comedy, drama","drama, comedy","movie title is the last laugh. genre is drama, comedy. language is english.",https://m.media-amazon.com/images/M/MV5BNjU5ODQ5YjMtMWRmMC00MmI0LTgyNjUtY2FhMDcwZTBmOGI0XkEyXkFqcGc@._V1_SX300.jpg,2019.0,5.6,98,0.4585365853658536,english,"January 11, 2019"
the midnight sky,science fiction,scifi,movie title is the midnight sky. genre is scifi. language is english.,https://m.media-amazon.com/images/M/MV5BMTE2NzJiM2UtZGRiMy00M2Q2LWFmZTAtYmI0MzVmZThkYTFhXkEyXkFqcGc@._V1_SX300.jpg,2020.0,5.6,118,0.5560975609756097,english,"December 23, 2020"
the paramedic,thriller,thriller,movie title is the paramedic. genre is thriller. language is spanish.,https://m.media-amazon.com/images/M/MV5BNTM2ZWI1NWItNzZlYS00ZjJkLWI5OTMtMDM2YTg2NTIwYzQ4XkEyXkFqcGc@._V1_SX300.jpg,2020.0,5.6,94,0.43902439024390244,spanish,"September 16, 2020"
the sleepover,comedy,comedy,movie title is the sleepover. genre is comedy. language is english.,https://m.media-amazon.com/images/M/MV5BYzdhMWIxOTctYjI2Yi00MzZmLTg4MzAtY2M5MDRkMGE0MmUxXkEyXkFqcGc@._V1_SX300.jpg,2020.0,5.6,103,0.48292682926829267,english,"August 21, 2020"
vampires vs. the bronx,horror comedy,"horror, comedy","movie title is vampires vs. the bronx. genre is horror, comedy. language is english.",https://m.media-amazon.com/images/M/MV5BY2QwYzBkZGEtMzkzOC00NWRhLTkxMjgtNGU5OTc2YmNjMTFkXkEyXkFqcGc@._V1_SX300.jpg,2020.0,5.6,86,0.39999999999999997,english,"October 2, 2020"
why did you kill me?,documentary,documentary,movie title is why did you kill me?. genre is documentary. language is english.,https://m.media-amazon.com/images/M/MV5BMzQ3OTM0NmQtYmVkNi00Y2UwLWI2OGUtNDUyMmFiMTFmNmZhXkEyXkFqcGc@._V1_SX300.jpg,2021.0,5.6,83,0.3853658536585366,english,"April 14, 2021"
a week away,christian musical,musical,movie title is a week away. genre is musical. language is english.,https://m.media-amazon.com/images/M/MV5BOTBhNmM2YzYtMmM0ZS00ZTFlLWFmOTktNDZkZmUwZjk5MTM2XkEyXkFqcGc@._V1_SX300.jpg,2021.0,5.7,97,0.4536585365853658,english,"March 26, 2021"
caught by a wave,romantic teen drama,"romance, drama","movie title is caught by a wave. genre is romance, drama. language is italian.",https://m.media-amazon.com/images/M/MV5BMDk5MDFiZmQtNjAzZS00NWY3LTkyM2YtOWM1MjY5ZDY0ZTViXkEyXkFqcGc@._V1_SX300.jpg,2021.0,5.7,99,0.46341463414634143,italian,"March 25, 2021"
christmas inheritance,romantic drama,"romance, drama","movie title is christmas inheritance. genre is romance, drama. language is english.",https://m.media-amazon.com/images/M/MV5BYTdkYjE4MGMtYTliMS00ZTdhLTg3NmEtOWUyY2YzZjZiYTJiXkEyXkFqcGc@._V1_SX300.jpg,2017.0,5.7,104,0.4878048780487805,english,"December 15, 2017"
dad wanted,family,family,movie title is dad wanted. genre is family. language is spanish.,https://m.media-amazon.com/images/M/MV5BNzQ5ZThlNzItY2U3NC00NjllLWFjZWMtZWJlNjBiZTgwN2U5XkEyXkFqcGc@._V1_SX300.jpg,2020.0,5.7,102,0.47804878048780486,spanish,"September 11, 2020"
el camino christmas,dark comedy,comedy,movie title is el camino christmas. genre is comedy. language is english.,https://m.media-amazon.com/images/M/MV5BODk3MzY0MDkyM15BMl5BanBnXkFtZTgwNzUxNzMyNDM@._V1_SX300.jpg,2017.0,5.7,89,0.4146341463414634,english,"December 8, 2017"
eli,horror,horror,movie title is eli. genre is horror. language is english.,https://m.media-amazon.com/images/M/MV5BNzJmNjc2ODctNTc5NC00ZjJjLTg4MWEtMjE5ZDYxYjY5MmNmXkEyXkFqcGc@._V1_SX300.jpg,2019.0,5.7,98,0.4585365853658536,english,"October 18, 2019"
ginny weds sunny,romantic comedy,"romance, comedy","movie title is ginny weds sunny. genre is romance, comedy. language is hindi.",https://m.media-amazon.com/images/M/MV5BMTcxNTE3NzYtNjU0MS00MjBjLTg0OWMtMGVjYzA4OWU0NmRiXkEyXkFqcGc@._V1_SX300.jpg,2020.0,5.7,125,0.5902439024390244,hindi,"October 9, 2020"
good sam,drama,drama,movie title is good sam. genre is drama. language is english.,https://m.media-amazon.com/images/M/MV5BNzNlMDkxNzEtYzRiYS00ZTU1LWE2OGQtYjY5Y2I2MjNlYjk3XkEyXkFqcGc@._V1_SX300.jpg,2019.0,5.7,89,0.4146341463414634,english,"May 16, 2019"
lionheart,comedy,comedy,movie title is lionheart. genre is comedy. language is english.,https://m.media-amazon.com/images/M/MV5BZDQwNjgxNmYtN2M3NS00YzhmLThiNjgtZDMzNmE4MTExNDBhXkEyXkFqcGc@._V1_SX300.jpg,2019.0,5.7,94,0.43902439024390244,english,"January 4, 2019"
little evil,comedy horror,"horror, comedy","movie title is little evil. genre is horror, comedy. language is english.",https://m.media-amazon.com/images/M/MV5BMjQ0NTM2NzQ0Ml5BMl5BanBnXkFtZTgwMjc4MTAzMzI@._V1_SX300.jpg,2017.0,5.7,94,0.43902439024390244,english,"September 1, 2017"
one take,documentary,documentary,movie title is one take. genre is documentary. language is thai.,https://m.media-amazon.com/images/M/MV5BZTczZGM2MDAtMTYyYS00MzI4LTk5NWItM2NkYzk5ZDY0OWE4XkEyXkFqcGc@._V1_SX300.jpg,2020.0,5.7,85,0.39512195121951216,thai,"June 18, 2020"
"out of many, one",documentary,documentary,"movie title is out of many, one. genre is documentary. language is english.",https://m.media-amazon.com/images/M/MV5BYmM1NzJkOGEtZjRiYi00NjFhLThlNWQtZjFjYmRlZjIzZjdhXkEyXkFqcGc@._V1_SX300.jpg,2018.0,5.7,34,0.14634146341463417,english,"December 12, 2018"
point blank,action,action,movie title is point blank. genre is action. language is english.,https://m.media-amazon.com/images/M/MV5BOTQzMmI2ZWEtOTE3Yy00M2U2LTk3NzctNGY0NjMwMTZhNWNlXkEyXkFqcGc@._V1_SX300.jpg,2019.0,5.7,86,0.39999999999999997,english,"July 12, 2019"
prime time,thriller,thriller,movie title is prime time. genre is thriller. language is polish.,https://m.media-amazon.com/images/M/MV5BYWQyMWM2OTktODdkZC00MWI4LWIzMDYtNTUwMjQwNTBkZTIyXkEyXkFqcGc@._V1_SX300.jpg,2021.0,5.7,91,0.424390243902439,polish,"April 14, 2021"
the do-over,action comedy,"action, comedy","movie title is the do-over. genre is action, comedy. language is english.",https://m.media-amazon.com/images/M/MV5BMTYyNDY2NzAxNV5BMl5BanBnXkFtZTgwOTMxMzg2ODE@._V1_SX300.jpg,2016.0,5.7,108,0.5073170731707317,english,"May 27, 2016"
the holiday calendar,romantic comedy,"romance, comedy","movie title is the holiday calendar. genre is romance, comedy. language is english.",https://m.media-amazon.com/images/M/MV5BMDc2ZjU5ODctZDFkMi00ODc1LWFkNTctOGNhNTdiYWE3NGZiXkEyXkFqcGc@._V1_SX300.jpg,2018.0,5.7,95,0.44390243902439025,english,"November 2, 2018"
the woman in the window,psychological thriller,thriller,movie title is the woman in the window. genre is thriller. language is english.,https://m.media-amazon.com/images/M/MV5BODI1YzhlZTMtZDNkYy00NDdhLWJiMDctYjU4YjZiYTM2YzRkXkEyXkFqcGc@._V1_SX300.jpg,2021.0,5.7,100,0.46829268292682924,english,"May 14, 2021"
the wrong missy,comedy,comedy,movie title is the wrong missy. genre is comedy. language is english.,https://m.media-amazon.com/images/M/MV5BYzlhOGQ0YzEtNTgzOS00NGZjLWFkMmEtOGU1MWU0ZWEzOTZhXkEyXkFqcGc@._V1_SX300.jpg,2020.0,5.7,90,0.4195121951219512,english,"May 13, 2020"
velvet buzzsaw,thriller,thriller,movie title is velvet buzzsaw. genre is thriller. language is english.,https://m.media-amazon.com/images/M/MV5BMjExMDQ1NjMzOV5BMl5BanBnXkFtZTgwMjkxMzMyNzM@._V1_SX300.jpg,2019.0,5.7,112,0.526829268292683,english,"February 1, 2019"
yes day,comedy,comedy,movie title is yes day. genre is comedy. language is english.,https://m.media-amazon.com/images/M/MV5BNjNmYThjN2UtODc3YS00ZDMxLTk1OGItZmM2OTFiMzJiNDg2XkEyXkFqcGc@._V1_SX300.jpg,2021.0,5.7,86,0.39999999999999997,english,"March 12, 2021"
15 august,"comedy, drama","drama, comedy","movie title is 15 august. genre is drama, comedy. language is marathi.",https://m.media-amazon.com/images/M/MV5BZDliYTA2MzctNWZlMi00ZDljLWIwNDYtZGJlODhlZjgyODc3XkEyXkFqcGc@._V1_SX300.jpg,2019.0,5.8,124,0.5853658536585366,marathi,"March 29, 2019"
a california christmas,romantic comedy,"romance, comedy","movie title is a california christmas. genre is romance, comedy. language is english.",https://m.media-amazon.com/images/M/MV5BODQyZWU2ZGEtZGM4My00YWQ0LWEwN2MtYTMzYTVlNTc0ZmI1XkEyXkFqcGc@._V1_SX300.jpg,2020.0,5.8,107,0.5024390243902439,english,"December 14, 2020"
a christmas prince,romantic comedy,"romance, comedy","movie title is a christmas prince. genre is romance, comedy. language is english.",https://m.media-amazon.com/images/M/MV5BZGNkZDMwZjItNWU0Ny00YjM5LTgxYWMtZDIyM2Y4NWQ2NDI4XkEyXkFqcGc@._V1_SX300.jpg,2017.0,5.8,92,0.4292682926829268,english,"November 17, 2017"
all day and a night,drama,drama,movie title is all day and a night. genre is drama. language is english.,https://m.media-amazon.com/images/M/MV5BMDE3MDU2OGUtZWQ1Yy00NzU3LWFlMjYtODkzZDM5MzgzYjk3XkEyXkFqcGc@._V1_SX300.jpg,2020.0,5.8,121,0.5707317073170731,english,"May 1, 2020"
american son,drama,drama,movie title is american son. genre is drama. language is english.,https://m.media-amazon.com/images/M/MV5BNjliYWUwMTQtODliYy00YmZmLWIwYWQtNWYwYWE4MzQ0OWNjXkEyXkFqcGc@._V1_SX300.jpg,2019.0,5.8,90,0.4195121951219512,english,"November 1, 2019"
barry,biopic,drama,movie title is barry. genre is drama. language is english.,https://m.media-amazon.com/images/M/MV5BYzdlYWZkNjQtMWYwNi00YjNkLTljYjgtZjRhMmQ2YTQ1MWQ0XkEyXkFqcGc@._V1_SX300.jpg,2016.0,5.8,104,0.4878048780487805,english,"December 16, 2016"
candy jar,comedy,comedy,movie title is candy jar. genre is comedy. language is english.,https://m.media-amazon.com/images/M/MV5BOGYzNDMwMmUtYTczNi00MGQ4LWI3YjktZmM1YzE1ZmQyZGRhXkEyXkFqcGc@._V1_SX300.jpg,2018.0,5.8,92,0.4292682926829268,english,"April 27, 2018"
class of '83,drama,drama,movie title is class of '83. genre is drama. language is hindi.,https://m.media-amazon.com/images/M/MV5BYTllY2RiOTItMDg1My00NzcyLTlmOGUtODI3OTkzZjc1N2U2XkEyXkFqcGc@._V1_SX300.jpg,2020.0,5.8,98,0.4585365853658536,hindi,"August 21, 2020"
extinction,"science fiction, thriller","thriller, scifi","movie title is extinction. genre is thriller, scifi. language is english.",https://m.media-amazon.com/images/M/MV5BMTU5OTYzMzcwOF5BMl5BanBnXkFtZTgwNTkzMzk4NTM@._V1_SX300.jpg,2018.0,5.8,95,0.44390243902439025,english,"July 27, 2018"
happy anniversary,romantic comedy,"romance, comedy","movie title is happy anniversary. genre is romance, comedy. language is english.",https://m.media-amazon.com/images/M/MV5BYzRiMWVkMDUtOGQxMi00ZWE0LTk1MDMtMGQ1MjIzNGQ0ZjVkXkEyXkFqcGc@._V1_SX300.jpg,2018.0,5.8,78,0.36097560975609755,english,"March 30, 2018"
i am all girls,thriller,thriller,movie title is i am all girls. genre is thriller. language is english.,https://m.media-amazon.com/images/M/MV5BZTQ1NjQ5ZjktOTQxMS00YTkwLWEzYjUtNzUyNGQyZjc2YWMxXkEyXkFqcGc@._V1_SX300.jpg,2021.0,5.8,107,0.5024390243902439,english,"May 14, 2021"
let it snow,romantic comedy,"romance, comedy","movie title is let it snow. genre is romance, comedy. language is english.",https://m.media-amazon.com/images/M/MV5BOGRmNjFlZjAtYzNjOC00ZDBjLWFmODctZGE0OTYwNGMxYjRmXkEyXkFqcGc@._V1_SX300.jpg,2019.0,5.8,92,0.4292682926829268,english,"November 8, 2019"
mascots,mockumentary,documentary,movie title is mascots. genre is documentary. language is english.,https://m.media-amazon.com/images/M/MV5BMjQxNjAxMzI5Ml5BMl5BanBnXkFtZTgwMzE2NjA5OTE@._V1_SX300.jpg,2016.0,5.8,95,0.44390243902439025,english,"October 13, 2016"
operation christmas drop,romantic comedy,"romance, comedy","movie title is operation christmas drop. genre is romance, comedy. language is english.",https://m.media-amazon.com/images/M/MV5BMTI2MzBlMmUtNTY4NC00ZDhmLWFiMmItY2Q0YWJiZGRlMzBlXkEyXkFqcGc@._V1_SX300.jpg,2020.0,5.8,96,0.448780487804878,english,"November 5, 2020"
rajma chawal,"comedy, drama","drama, comedy","movie title is rajma chawal. genre is drama, comedy. language is hindi.",https://m.media-amazon.com/images/M/MV5BZGUyNjQxMTItZDk1NC00NGFjLWFjZDYtM2RmYTYwYjViNThkXkEyXkFqcGc@._V1_SX300.jpg,2018.0,5.8,118,0.5560975609756097,hindi,"November 30, 2018"
rich in love,romantic comedy,"romance, comedy","movie title is rich in love. genre is romance, comedy. language is portuguese.",https://m.media-amazon.com/images/M/MV5BMTMwOTg5MDk1NV5BMl5BanBnXkFtZTcwOTA0NzI5NA@@._V1_SX300.jpg,2020.0,5.8,105,0.4926829268292683,portuguese,"April 30, 2020"
rising high,satire,comedy,movie title is rising high. genre is comedy. language is german.,https://m.media-amazon.com/images/M/MV5BZTE0ZTFiNjMtMjM4YS00ZDkyLTljZDUtNjAzNDRhNDUwYzBmXkEyXkFqcGc@._V1_SX300.jpg,2020.0,5.8,94,0.43902439024390244,german,"April 17, 2020"
sierra burgess is a loser,"romantic comedy, drama","romance, drama, comedy","movie title is sierra burgess is a loser. genre is romance, drama, comedy. language is english.",https://m.media-amazon.com/images/M/MV5BMTU5Mjc4NTM2Ml5BMl5BanBnXkFtZTgwMjMzMzA5NTM@._V1_SX300.jpg,2018.0,5.8,105,0.4926829268292683,english,"September 7, 2018"
small crimes,dark comedy,comedy,movie title is small crimes. genre is comedy. language is english.,https://m.media-amazon.com/images/M/MV5BOTkzOGEwOTUtY2Y2ZC00MmJkLWE2NDgtZGYxMTkyZjRiZjBhXkEyXkFqcGc@._V1_SX300.jpg,2017.0,5.8,95,0.44390243902439025,english,"April 28, 2017"
special correspondents,satire,comedy,movie title is special correspondents. genre is comedy. language is english.,https://m.media-amazon.com/images/M/MV5BMTQ2MzUwODQzMF5BMl5BanBnXkFtZTgwMTA5MDM0ODE@._V1_SX300.jpg,2016.0,5.8,100,0.46829268292682924,english,"April 29, 2016"
